wage,Educ,Urban,Exp,Exp^2,NE,NC,W,S,Ability,Father_E,Mother_E,Married,I(E>=12),I(E>=16),E(E>=12),E(E>=16),E*A,A(E>=12),A(E>=16),E*F_E,E*M_E,E*NC,E*N,E*S,E*Urban,E*Unemp,Unemploy
4.54499546,13.0,1.0,9.0,81.0,1.0,0.0,0.0,0.0,2.06250943,12.0,14.0,0.0,1.0,0.0,13.0,0.0,26.81262262,2.06250943,0.0,156.0,182.0,0.0,13.0,0.0,13.0,80.6,6.2
2.48490665,10.0,1.0,12.0,144.0,1.0,0.0,0.0,0.0,0.7689123,7.0,12.0,1.0,0.0,0.0,0.0,0.0,7.68912298,0.0,0.0,70.0,120.0,0.0,10.0,0.0,10.0,46.0,4.6
2.85876642,16.0,1.0,6.0,36.0,0.0,0.0,1.0,0.0,1.97979724,14.0,16.0,1.0,1.0,1.0,16.0,16.0,31.6767558,1.97979724,1.97979724,224.0,256.0,0.0,0.0,0.0,16.0,44.8,2.8
2.30258509,17.0,1.0,4.0,16.0,0.0,0.0,1.0,0.0,3.00798509,15.0,15.0,0.0,1.0,1.0,17.0,17.0,51.13574652,3.00798509,3.00798509,255.0,255.0,0.0,0.0,0.0,17.0,69.7,4.1
2.41680624,16.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,2.80868337,14.0,16.0,0.0,1.0,1.0,16.0,16.0,44.93893389,2.80868337,2.80868337,224.0,256.0,0.0,16.0,0.0,16.0,107.2,6.7
2.7080502,14.0,0.0,8.0,64.0,1.0,0.0,0.0,0.0,1.77177716,16.0,16.0,0.0,1.0,0.0,14.0,0.0,24.80488023,1.77177716,0.0,224.0,224.0,0.0,14.0,0.0,0.0,123.2,8.8
2.09433015,10.0,1.0,11.0,121.0,1.0,0.0,0.0,0.0,-0.3411266,12.0,12.0,1.0,0.0,0.0,0.0,0.0,-3.41126597,0.0,0.0,120.0,120.0,0.0,10.0,0.0,10.0,35.0,3.5
1.53255687,14.0,1.0,8.0,64.0,1.0,0.0,0.0,0.0,4.08650229,12.0,12.0,0.0,1.0,0.0,14.0,0.0,57.21103205,4.08650229,0.0,168.0,168.0,0.0,14.0,0.0,14.0,49.0,3.5
2.52572864,12.0,1.0,9.0,81.0,1.0,0.0,0.0,0.0,1.69863201,12.0,14.0,1.0,1.0,0.0,12.0,0.0,20.38358407,1.69863201,0.0,144.0,168.0,0.0,12.0,0.0,12.0,74.4,6.2
2.55100645,12.0,1.0,10.0,100.0,1.0,0.0,0.0,0.0,0.8695958,12.0,12.0,0.0,1.0,0.0,12.0,0.0,10.43514957,0.8695958,0.0,144.0,144.0,0.0,12.0,0.0,12.0,74.4,6.2
1.93730177,12.0,1.0,10.0,100.0,1.0,0.0,0.0,0.0,0.71132209,12.0,12.0,0.0,1.0,0.0,12.0,0.0,8.53586512,0.71132209,0.0,144.0,144.0,0.0,12.0,0.0,12.0,42.0,3.5
2.63905733,16.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,5.03957068,13.0,18.0,0.0,1.0,1.0,16.0,16.0,80.63313089,5.03957068,5.03957068,208.0,288.0,0.0,16.0,0.0,16.0,56.0,3.5
2.65885996,12.0,1.0,13.0,169.0,1.0,0.0,0.0,0.0,2.93295232,15.0,10.0,1.0,1.0,0.0,12.0,0.0,35.1954278,2.93295232,0.0,180.0,120.0,0.0,12.0,0.0,12.0,42.0,3.5
2.67000213,14.0,1.0,11.0,121.0,1.0,0.0,0.0,0.0,3.50080198,12.0,12.0,1.0,1.0,0.0,14.0,0.0,49.0112277,3.50080198,0.0,168.0,168.0,0.0,14.0,0.0,14.0,49.0,3.5
2.7047113,12.0,1.0,14.0,196.0,1.0,0.0,0.0,0.0,2.53203533,11.0,11.0,1.0,1.0,0.0,12.0,0.0,30.38442395,2.53203533,0.0,132.0,132.0,0.0,12.0,0.0,12.0,42.0,3.5
2.4114395,12.0,1.0,11.0,121.0,1.0,0.0,0.0,0.0,1.24334741,11.0,9.0,1.0,1.0,0.0,12.0,0.0,14.92016897,1.24334741,0.0,132.0,108.0,0.0,12.0,0.0,12.0,42.0,3.5
2.59001713,13.0,1.0,12.0,144.0,1.0,0.0,0.0,0.0,3.31067814,8.0,8.0,1.0,1.0,0.0,13.0,0.0,43.03881585,3.31067814,0.0,104.0,104.0,0.0,13.0,0.0,13.0,45.5,3.5
2.09801793,16.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,2.52261958,14.0,14.0,0.0,1.0,1.0,16.0,16.0,40.36191328,2.52261958,2.52261958,224.0,224.0,0.0,16.0,0.0,16.0,76.8,4.8
3.83966734,13.0,1.0,10.0,100.0,1.0,0.0,0.0,0.0,0.76520978,16.0,14.0,0.0,1.0,0.0,13.0,0.0,9.94772711,0.76520978,0.0,208.0,182.0,0.0,13.0,0.0,13.0,45.5,3.5
2.83321334,12.0,1.0,14.0,196.0,1.0,0.0,0.0,0.0,0.51990929,12.0,15.0,1.0,1.0,0.0,12.0,0.0,6.23891151,0.51990929,0.0,144.0,180.0,0.0,12.0,0.0,12.0,82.8,6.9
2.57413778,12.0,1.0,12.0,144.0,1.0,0.0,0.0,0.0,2.29026125,11.0,11.0,1.0,1.0,0.0,12.0,0.0,27.48313499,2.29026125,0.0,132.0,132.0,0.0,12.0,0.0,12.0,52.8,4.4
1.79175947,8.0,0.0,17.0,289.0,0.0,0.0,0.0,1.0,-3.39921281,11.0,8.0,1.0,0.0,0.0,0.0,0.0,-27.19370246,0.0,0.0,88.0,64.0,0.0,0.0,8.0,0.0,36.0,4.5
2.48490665,12.0,1.0,13.0,169.0,1.0,0.0,0.0,0.0,2.45454947,12.0,12.0,0.0,1.0,0.0,12.0,0.0,29.45459365,2.45454947,0.0,144.0,144.0,0.0,12.0,0.0,12.0,61.2,5.1
2.22462355,12.0,1.0,10.0,100.0,1.0,0.0,0.0,0.0,4.41264986,8.0,8.0,0.0,1.0,0.0,12.0,0.0,52.95179829,4.41264986,0.0,96.0,96.0,0.0,12.0,0.0,12.0,52.8,4.4
2.68239045,12.0,1.0,15.0,225.0,1.0,0.0,0.0,0.0,-1.63058964,12.0,12.0,1.0,1.0,0.0,12.0,0.0,-19.56707573,-1.63058964,0.0,144.0,144.0,0.0,12.0,0.0,12.0,52.8,4.4
3.22843004,16.0,1.0,11.0,121.0,1.0,0.0,0.0,0.0,4.04837737,16.0,16.0,0.0,1.0,1.0,16.0,16.0,64.77403784,4.04837737,4.04837737,256.0,256.0,0.0,16.0,0.0,16.0,107.2,6.7
1.70474809,12.0,1.0,8.0,64.0,1.0,0.0,0.0,0.0,0.35497673,11.0,11.0,1.0,1.0,0.0,12.0,0.0,4.2597207,0.35497673,0.0,132.0,132.0,0.0,12.0,0.0,12.0,60.0,5.0
2.63905733,14.0,1.0,11.0,121.0,0.0,0.0,0.0,1.0,1.49810095,12.0,12.0,1.0,1.0,0.0,14.0,0.0,20.97341324,1.49810095,0.0,168.0,168.0,0.0,0.0,14.0,14.0,70.0,5.0
2.07944154,15.0,1.0,10.0,100.0,1.0,0.0,0.0,0.0,4.40860018,12.0,10.0,0.0,1.0,0.0,15.0,0.0,66.12900273,4.40860018,0.0,180.0,150.0,0.0,15.0,0.0,15.0,76.5,5.1
2.76380022,12.0,1.0,15.0,225.0,1.0,0.0,0.0,0.0,-1.05481641,12.0,12.0,1.0,1.0,0.0,12.0,0.0,-12.65779687,-1.05481641,0.0,144.0,144.0,0.0,12.0,0.0,12.0,60.0,5.0
2.93119375,12.0,0.0,15.0,225.0,1.0,0.0,0.0,0.0,1.28038607,9.0,11.0,1.0,1.0,0.0,12.0,0.0,15.3646328,1.28038607,0.0,108.0,132.0,0.0,12.0,0.0,0.0,87.6,7.3
1.56861592,12.0,1.0,10.0,100.0,1.0,0.0,0.0,0.0,-1.97044055,12.0,12.0,1.0,1.0,0.0,12.0,0.0,-23.64528665,-1.97044055,0.0,144.0,144.0,0.0,12.0,0.0,12.0,60.0,5.0
2.17475172,12.0,1.0,11.0,121.0,1.0,0.0,0.0,0.0,2.18653582,12.0,12.0,1.0,1.0,0.0,12.0,0.0,26.2384298,2.18653582,0.0,144.0,144.0,0.0,12.0,0.0,12.0,56.4,4.7
2.84549061,12.0,1.0,14.0,196.0,1.0,0.0,0.0,0.0,-0.10524676,12.0,12.0,0.0,1.0,0.0,12.0,0.0,-1.26296117,-0.10524676,0.0,144.0,144.0,0.0,12.0,0.0,12.0,55.2,4.6
2.89037176,16.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,2.75111551,12.0,10.0,0.0,1.0,1.0,16.0,16.0,44.01784809,2.75111551,2.75111551,192.0,160.0,0.0,16.0,0.0,16.0,84.8,5.3
2.95647156,13.0,1.0,13.0,169.0,1.0,0.0,0.0,0.0,1.39714384,12.0,12.0,1.0,1.0,0.0,13.0,0.0,18.16286998,1.39714384,0.0,156.0,156.0,0.0,13.0,0.0,13.0,68.9,5.3
2.86676189,16.0,0.0,6.0,36.0,1.0,0.0,0.0,0.0,4.55200486,12.0,14.0,0.0,1.0,1.0,16.0,16.0,72.83207772,4.55200486,4.55200486,192.0,224.0,0.0,16.0,0.0,0.0,84.8,5.3
2.66861613,12.0,1.0,14.0,196.0,1.0,0.0,0.0,0.0,-2.19215003,12.0,10.0,0.0,1.0,0.0,12.0,0.0,-26.30580034,-2.19215003,0.0,144.0,120.0,0.0,12.0,0.0,12.0,63.6,5.3
2.19722458,12.0,1.0,9.0,81.0,1.0,0.0,0.0,0.0,0.99887481,12.0,12.0,0.0,1.0,0.0,12.0,0.0,11.98649774,0.99887481,0.0,144.0,144.0,0.0,12.0,0.0,12.0,63.6,5.3
2.7080502,15.0,1.0,5.0,25.0,0.0,0.0,1.0,0.0,0.60417266,14.0,20.0,0.0,1.0,0.0,15.0,0.0,9.06258992,0.60417266,0.0,210.0,300.0,0.0,0.0,0.0,15.0,52.5,3.5
2.85301597,12.0,1.0,12.0,144.0,1.0,0.0,0.0,0.0,3.16109446,12.0,12.0,1.0,1.0,0.0,12.0,0.0,37.93313349,3.16109446,0.0,144.0,144.0,0.0,12.0,0.0,12.0,63.6,5.3
2.1102132,11.0,0.0,12.0,144.0,1.0,0.0,0.0,0.0,-0.01723106,12.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.18954168,0.0,0.0,132.0,121.0,0.0,11.0,0.0,0.0,75.9,6.9
2.26280422,12.0,0.0,12.0,144.0,1.0,0.0,0.0,0.0,2.6091602,12.0,12.0,1.0,1.0,0.0,12.0,0.0,31.30992244,2.6091602,0.0,144.0,144.0,0.0,12.0,0.0,0.0,66.0,5.5
2.28645571,12.0,0.0,13.0,169.0,1.0,0.0,0.0,0.0,3.59470426,12.0,12.0,0.0,1.0,0.0,12.0,0.0,43.13645114,3.59470426,0.0,144.0,144.0,0.0,12.0,0.0,0.0,66.0,5.5
2.19722458,8.0,1.0,18.0,324.0,1.0,0.0,0.0,0.0,-0.26801289,10.0,8.0,1.0,0.0,0.0,0.0,0.0,-2.14410314,0.0,0.0,80.0,64.0,0.0,8.0,0.0,8.0,44.0,5.5
2.28747146,12.0,1.0,10.0,100.0,1.0,0.0,0.0,0.0,1.37843248,10.0,8.0,1.0,1.0,0.0,12.0,0.0,16.54118981,1.37843248,0.0,120.0,96.0,0.0,12.0,0.0,12.0,66.0,5.5
2.37304356,12.0,1.0,15.0,225.0,1.0,0.0,0.0,0.0,0.97678394,12.0,11.0,1.0,1.0,0.0,12.0,0.0,11.72140729,0.97678394,0.0,144.0,132.0,0.0,12.0,0.0,12.0,66.0,5.5
2.48490665,12.0,1.0,10.0,100.0,1.0,0.0,0.0,0.0,2.32571788,12.0,10.0,1.0,1.0,0.0,12.0,0.0,27.90861455,2.32571788,0.0,144.0,120.0,0.0,12.0,0.0,12.0,66.0,5.5
1.98787435,12.0,1.0,9.0,81.0,1.0,0.0,0.0,0.0,3.00358792,12.0,12.0,0.0,1.0,0.0,12.0,0.0,36.043055,3.00358792,0.0,144.0,144.0,0.0,12.0,0.0,12.0,52.8,4.4
2.07317193,12.0,1.0,9.0,81.0,1.0,0.0,0.0,0.0,2.28887586,12.0,12.0,0.0,1.0,0.0,12.0,0.0,27.46651037,2.28887586,0.0,144.0,144.0,0.0,12.0,0.0,12.0,66.0,5.5
2.27212589,12.0,1.0,15.0,225.0,1.0,0.0,0.0,0.0,2.1359831,12.0,16.0,1.0,1.0,0.0,12.0,0.0,25.63179714,2.1359831,0.0,144.0,192.0,0.0,12.0,0.0,12.0,66.0,5.5
2.58097412,12.0,1.0,10.0,100.0,1.0,0.0,0.0,0.0,3.54751767,12.0,16.0,0.0,1.0,0.0,12.0,0.0,42.57021203,3.54751767,0.0,144.0,192.0,0.0,12.0,0.0,12.0,66.0,5.5
2.74855214,10.0,1.0,11.0,121.0,1.0,0.0,0.0,0.0,0.12176082,9.0,12.0,0.0,0.0,0.0,0.0,0.0,1.21760816,0.0,0.0,90.0,120.0,0.0,10.0,0.0,10.0,55.0,5.5
2.51122396,12.0,1.0,15.0,225.0,1.0,0.0,0.0,0.0,1.20037381,12.0,8.0,1.0,1.0,0.0,12.0,0.0,14.40448573,1.20037381,0.0,144.0,96.0,0.0,12.0,0.0,12.0,52.8,4.4
2.48490665,12.0,1.0,12.0,144.0,1.0,0.0,0.0,0.0,2.4187171,12.0,10.0,1.0,1.0,0.0,12.0,0.0,29.02460517,2.4187171,0.0,144.0,120.0,0.0,12.0,0.0,12.0,66.0,5.5
2.4078456,12.0,1.0,12.0,144.0,1.0,0.0,0.0,0.0,1.66228326,12.0,8.0,1.0,1.0,0.0,12.0,0.0,19.94739916,1.66228326,0.0,144.0,96.0,0.0,12.0,0.0,12.0,66.0,5.5
2.20165917,12.0,1.0,10.0,100.0,1.0,0.0,0.0,0.0,1.71631219,12.0,8.0,1.0,1.0,0.0,12.0,0.0,20.59574627,1.71631219,0.0,144.0,96.0,0.0,12.0,0.0,12.0,66.0,5.5
2.11263451,15.0,1.0,6.0,36.0,1.0,0.0,0.0,0.0,1.49319586,8.0,8.0,0.0,1.0,0.0,15.0,0.0,22.39793784,1.49319586,0.0,120.0,120.0,0.0,15.0,0.0,15.0,115.5,7.7
2.48490665,12.0,1.0,12.0,144.0,0.0,1.0,0.0,0.0,3.02337968,5.0,8.0,0.0,1.0,0.0,12.0,0.0,36.28055619,3.02337968,0.0,60.0,96.0,12.0,0.0,0.0,12.0,87.6,7.3
2.21156569,13.0,1.0,7.0,49.0,0.0,1.0,0.0,0.0,-1.0452154,5.0,12.0,0.0,1.0,0.0,13.0,0.0,-13.58780027,-1.0452154,0.0,65.0,156.0,13.0,0.0,0.0,13.0,94.9,7.3
2.30258509,10.0,0.0,13.0,169.0,0.0,0.0,0.0,1.0,1.12149947,12.0,16.0,0.0,0.0,0.0,0.0,0.0,11.21499472,0.0,0.0,120.0,160.0,0.0,0.0,10.0,0.0,42.0,4.2
1.74046617,12.0,1.0,9.0,81.0,0.0,1.0,0.0,0.0,-1.39763096,12.0,12.0,0.0,1.0,0.0,12.0,0.0,-16.77157157,-1.39763096,0.0,144.0,144.0,12.0,0.0,0.0,12.0,87.6,7.3
2.22462355,12.0,1.0,11.0,121.0,0.0,1.0,0.0,0.0,-1.30051431,13.0,14.0,0.0,1.0,0.0,12.0,0.0,-15.60617174,-1.30051431,0.0,156.0,168.0,12.0,0.0,0.0,12.0,87.6,7.3
1.60943791,13.0,1.0,9.0,81.0,0.0,0.0,1.0,0.0,0.51017473,13.0,14.0,0.0,1.0,0.0,13.0,0.0,6.63227143,0.51017473,0.0,169.0,182.0,0.0,0.0,0.0,13.0,66.3,5.1
1.95018671,14.0,1.0,9.0,81.0,0.0,1.0,0.0,0.0,1.0754318,12.0,12.0,1.0,1.0,0.0,14.0,0.0,15.05604517,1.0754318,0.0,168.0,168.0,14.0,0.0,0.0,14.0,102.2,7.3
2.07944154,14.0,1.0,11.0,121.0,0.0,1.0,0.0,0.0,2.39502414,12.0,18.0,0.0,1.0,0.0,14.0,0.0,33.53033803,2.39502414,0.0,168.0,252.0,14.0,0.0,0.0,14.0,102.2,7.3
2.35137526,12.0,1.0,10.0,100.0,0.0,1.0,0.0,0.0,1.98980464,12.0,11.0,0.0,1.0,0.0,12.0,0.0,23.87765565,1.98980464,0.0,144.0,132.0,12.0,0.0,0.0,12.0,87.6,7.3
2.98112612,16.0,1.0,5.0,25.0,0.0,1.0,0.0,0.0,4.67483945,12.0,12.0,0.0,1.0,1.0,16.0,16.0,74.79743125,4.67483945,4.67483945,192.0,192.0,16.0,0.0,0.0,16.0,116.8,7.3
2.56494936,12.0,1.0,11.0,121.0,0.0,1.0,0.0,0.0,3.49617577,12.0,12.0,1.0,1.0,0.0,12.0,0.0,41.95410922,3.49617577,0.0,144.0,144.0,12.0,0.0,0.0,12.0,87.6,7.3
3.02868337,16.0,1.0,6.0,36.0,0.0,1.0,0.0,0.0,2.78304836,12.0,12.0,1.0,1.0,1.0,16.0,16.0,44.52877375,2.78304836,2.78304836,192.0,192.0,16.0,0.0,0.0,16.0,116.8,7.3
2.38784494,12.0,1.0,9.0,81.0,0.0,1.0,0.0,0.0,3.49897084,12.0,12.0,1.0,1.0,0.0,12.0,0.0,41.98765003,3.49897084,0.0,144.0,144.0,12.0,0.0,0.0,12.0,87.6,7.3
2.63762774,12.0,1.0,13.0,169.0,0.0,1.0,0.0,0.0,2.91562513,12.0,19.0,1.0,1.0,0.0,12.0,0.0,34.98750151,2.91562513,0.0,144.0,228.0,12.0,0.0,0.0,12.0,87.6,7.3
2.75556972,12.0,1.0,10.0,100.0,0.0,1.0,0.0,0.0,2.04112118,12.0,11.0,1.0,1.0,0.0,12.0,0.0,24.49345411,2.04112118,0.0,144.0,132.0,12.0,0.0,0.0,12.0,67.2,5.6
2.7047113,12.0,1.0,15.0,225.0,0.0,1.0,0.0,0.0,2.04050186,12.0,12.0,1.0,1.0,0.0,12.0,0.0,24.48602229,2.04050186,0.0,144.0,144.0,12.0,0.0,0.0,12.0,67.2,5.6
2.5587765,12.0,1.0,12.0,144.0,0.0,1.0,0.0,0.0,-0.01491073,12.0,12.0,0.0,1.0,0.0,12.0,0.0,-0.17892881,-0.01491073,0.0,144.0,144.0,12.0,0.0,0.0,12.0,67.2,5.6
2.62103882,13.0,1.0,11.0,121.0,0.0,1.0,0.0,0.0,0.94151596,12.0,12.0,1.0,1.0,0.0,13.0,0.0,12.23970742,0.94151596,0.0,156.0,156.0,13.0,0.0,0.0,13.0,72.8,5.6
2.8384935,12.0,1.0,12.0,144.0,0.0,1.0,0.0,0.0,0.5682441,8.0,12.0,1.0,1.0,0.0,12.0,0.0,6.81892924,0.5682441,0.0,96.0,144.0,12.0,0.0,0.0,12.0,44.4,3.7
2.81060679,16.0,1.0,6.0,36.0,0.0,1.0,0.0,0.0,5.0765783,12.0,12.0,1.0,1.0,1.0,16.0,16.0,81.22525282,5.0765783,5.0765783,192.0,192.0,16.0,0.0,0.0,16.0,59.2,3.7
2.58851563,13.0,1.0,7.0,49.0,0.0,1.0,0.0,0.0,3.77260015,12.0,12.0,1.0,1.0,0.0,13.0,0.0,49.04380195,3.77260015,0.0,156.0,156.0,13.0,0.0,0.0,13.0,55.9,4.3
2.95647156,16.0,0.0,11.0,121.0,0.0,0.0,0.0,1.0,2.75409253,16.0,17.0,1.0,1.0,1.0,16.0,16.0,44.06548045,2.75409253,2.75409253,256.0,272.0,0.0,0.0,16.0,0.0,64.0,4.0
1.67335124,12.0,1.0,9.0,81.0,0.0,1.0,0.0,0.0,1.34902209,12.0,12.0,0.0,1.0,0.0,12.0,0.0,16.18826514,1.34902209,0.0,144.0,144.0,12.0,0.0,0.0,12.0,67.2,5.6
2.73306796,14.0,1.0,11.0,121.0,0.0,0.0,1.0,0.0,1.95724048,16.0,14.0,0.0,1.0,0.0,14.0,0.0,27.40136678,1.95724048,0.0,224.0,196.0,0.0,0.0,0.0,14.0,64.4,4.6
2.52572864,13.0,1.0,7.0,49.0,0.0,1.0,0.0,0.0,4.21234696,13.0,12.0,0.0,1.0,0.0,13.0,0.0,54.76051051,4.21234696,0.0,169.0,156.0,13.0,0.0,0.0,13.0,72.8,5.6
3.05163991,17.0,1.0,4.0,16.0,0.0,1.0,0.0,0.0,5.80108714,16.0,16.0,1.0,1.0,1.0,17.0,17.0,98.61848139,5.80108714,5.80108714,272.0,272.0,17.0,0.0,0.0,17.0,95.2,5.6
2.02154756,11.0,1.0,12.0,144.0,0.0,1.0,0.0,0.0,-1.35899228,6.0,6.0,0.0,0.0,0.0,0.0,0.0,-14.9489151,0.0,0.0,66.0,66.0,11.0,0.0,0.0,11.0,61.6,5.6
2.02022218,12.0,1.0,8.0,64.0,0.0,1.0,0.0,0.0,0.52151227,12.0,8.0,1.0,1.0,0.0,12.0,0.0,6.25814729,0.52151227,0.0,144.0,96.0,12.0,0.0,0.0,12.0,69.6,5.8
2.7245795,12.0,1.0,13.0,169.0,0.0,1.0,0.0,0.0,2.30690593,14.0,12.0,1.0,1.0,0.0,12.0,0.0,27.68287111,2.30690593,0.0,168.0,144.0,12.0,0.0,0.0,12.0,90.0,7.5
2.07944154,12.0,1.0,8.0,64.0,0.0,1.0,0.0,0.0,-0.51220658,12.0,12.0,0.0,1.0,0.0,12.0,0.0,-6.14647891,-0.51220658,0.0,144.0,144.0,12.0,0.0,0.0,12.0,67.2,5.6
2.82256865,13.0,1.0,9.0,81.0,0.0,1.0,0.0,0.0,1.77042336,16.0,13.0,0.0,1.0,0.0,13.0,0.0,23.01550368,1.77042336,0.0,208.0,169.0,13.0,0.0,0.0,13.0,72.8,5.6
2.61958322,16.0,1.0,4.0,16.0,0.0,1.0,0.0,0.0,3.9067192,12.0,16.0,0.0,1.0,1.0,16.0,16.0,62.50750712,3.9067192,3.9067192,192.0,256.0,16.0,0.0,0.0,16.0,89.6,5.6
2.61666564,12.0,1.0,13.0,169.0,0.0,1.0,0.0,0.0,1.17068859,12.0,12.0,1.0,1.0,0.0,12.0,0.0,14.04826309,1.17068859,0.0,144.0,144.0,12.0,0.0,0.0,12.0,67.2,5.6
2.53528286,12.0,1.0,10.0,100.0,0.0,1.0,0.0,0.0,-0.45424378,12.0,12.0,0.0,1.0,0.0,12.0,0.0,-5.45092531,-0.45424378,0.0,144.0,144.0,12.0,0.0,0.0,12.0,67.2,5.6
3.23789383,12.0,1.0,10.0,100.0,0.0,1.0,0.0,0.0,0.18695821,12.0,10.0,1.0,1.0,0.0,12.0,0.0,2.24349857,0.18695821,0.0,144.0,120.0,12.0,0.0,0.0,12.0,67.2,5.6
3.28840189,12.0,1.0,10.0,100.0,0.0,1.0,0.0,0.0,-0.90072835,12.0,10.0,1.0,1.0,0.0,12.0,0.0,-10.80874024,-0.90072835,0.0,144.0,120.0,12.0,0.0,0.0,12.0,67.2,5.6
2.67621548,12.0,1.0,14.0,196.0,0.0,1.0,0.0,0.0,1.85802108,12.0,12.0,1.0,1.0,0.0,12.0,0.0,22.2962529,1.85802108,0.0,144.0,144.0,12.0,0.0,0.0,12.0,67.2,5.6
2.79483933,12.0,1.0,8.0,64.0,0.0,1.0,0.0,0.0,0.78167625,12.0,12.0,0.0,1.0,0.0,12.0,0.0,9.38011503,0.78167625,0.0,144.0,144.0,12.0,0.0,0.0,12.0,72.0,6.0
2.79667139,13.0,1.0,13.0,169.0,0.0,1.0,0.0,0.0,-2.58379909,3.0,1.0,1.0,1.0,0.0,13.0,0.0,-33.58938824,-2.58379909,0.0,39.0,13.0,13.0,0.0,0.0,13.0,65.0,5.0
2.18605128,11.0,1.0,9.0,81.0,0.0,1.0,0.0,0.0,-2.60190879,5.0,12.0,0.0,0.0,0.0,0.0,0.0,-28.62099669,0.0,0.0,55.0,132.0,11.0,0.0,0.0,11.0,55.0,5.0
2.48490665,13.0,1.0,9.0,81.0,0.0,1.0,0.0,0.0,1.29966137,12.0,12.0,1.0,1.0,0.0,13.0,0.0,16.89559779,1.29966137,0.0,156.0,156.0,13.0,0.0,0.0,13.0,65.0,5.0
2.7080502,12.0,1.0,9.0,81.0,0.0,1.0,0.0,0.0,2.57627837,12.0,8.0,0.0,1.0,0.0,12.0,0.0,30.91534044,2.57627837,0.0,144.0,96.0,12.0,0.0,0.0,12.0,60.0,5.0
2.58173083,12.0,1.0,15.0,225.0,0.0,0.0,0.0,1.0,2.45381494,10.0,10.0,0.0,1.0,0.0,12.0,0.0,29.44577933,2.45381494,0.0,120.0,120.0,0.0,0.0,12.0,12.0,69.6,5.8
2.80578169,12.0,1.0,15.0,225.0,0.0,1.0,0.0,0.0,0.96455139,9.0,10.0,1.0,1.0,0.0,12.0,0.0,11.57461668,0.96455139,0.0,108.0,120.0,12.0,0.0,0.0,12.0,60.0,5.0
2.78192005,12.0,1.0,14.0,196.0,0.0,1.0,0.0,0.0,2.80441917,12.0,12.0,1.0,1.0,0.0,12.0,0.0,33.65303004,2.80441917,0.0,144.0,144.0,12.0,0.0,0.0,12.0,67.2,5.6
2.72129543,14.0,1.0,8.0,64.0,0.0,1.0,0.0,0.0,3.85521737,14.0,12.0,1.0,1.0,0.0,14.0,0.0,53.97304317,3.85521737,0.0,196.0,168.0,14.0,0.0,0.0,14.0,70.0,5.0
2.39789527,12.0,1.0,11.0,121.0,0.0,1.0,0.0,0.0,0.94149159,9.0,12.0,0.0,1.0,0.0,12.0,0.0,11.29789903,0.94149159,0.0,108.0,144.0,12.0,0.0,0.0,12.0,60.0,5.0
2.30258509,12.0,1.0,9.0,81.0,0.0,1.0,0.0,0.0,-0.36877,12.0,12.0,0.0,1.0,0.0,12.0,0.0,-4.42524002,-0.36877,0.0,144.0,144.0,12.0,0.0,0.0,12.0,60.0,5.0
2.48156775,16.0,1.0,7.0,49.0,0.0,1.0,0.0,0.0,-1.20975091,12.0,12.0,0.0,1.0,1.0,16.0,16.0,-19.3560145,-1.20975091,-1.20975091,192.0,192.0,16.0,0.0,0.0,16.0,80.0,5.0
2.44495233,12.0,1.0,9.0,81.0,0.0,1.0,0.0,0.0,0.07511991,12.0,12.0,1.0,1.0,0.0,12.0,0.0,0.90143888,0.07511991,0.0,144.0,144.0,12.0,0.0,0.0,12.0,60.0,5.0
2.57413778,12.0,1.0,14.0,196.0,0.0,1.0,0.0,0.0,0.81804545,12.0,10.0,1.0,1.0,0.0,12.0,0.0,9.81654538,0.81804545,0.0,144.0,120.0,12.0,0.0,0.0,12.0,60.0,5.0
3.10324048,13.0,1.0,10.0,100.0,0.0,1.0,0.0,0.0,1.43193698,12.0,10.0,1.0,1.0,0.0,13.0,0.0,18.61518077,1.43193698,0.0,156.0,130.0,13.0,0.0,0.0,13.0,65.0,5.0
2.48740353,12.0,1.0,12.0,144.0,0.0,1.0,0.0,0.0,2.67322223,9.0,9.0,1.0,1.0,0.0,12.0,0.0,32.07866673,2.67322223,0.0,108.0,108.0,12.0,0.0,0.0,12.0,55.2,4.6
2.05796251,12.0,1.0,12.0,144.0,0.0,1.0,0.0,0.0,3.94918376,9.0,13.0,0.0,1.0,0.0,12.0,0.0,47.39020516,3.94918376,0.0,108.0,156.0,12.0,0.0,0.0,12.0,55.2,4.6
2.31253542,12.0,1.0,8.0,64.0,0.0,1.0,0.0,0.0,-3.12403603,12.0,10.0,0.0,1.0,0.0,12.0,0.0,-37.48843232,-3.12403603,0.0,144.0,120.0,12.0,0.0,0.0,12.0,55.2,4.6
2.22462355,12.0,1.0,12.0,144.0,0.0,1.0,0.0,0.0,3.30934141,12.0,12.0,0.0,1.0,0.0,12.0,0.0,39.71209698,3.30934141,0.0,144.0,144.0,12.0,0.0,0.0,12.0,55.2,4.6
