wage,Educ,Urban,Exp,Exp^2,NE,NC,W,S,Ability,Father_E,Mother_E,Married,I(E>=12),I(E>=16),E(E>=12),E(E>=16),E*A,A(E>=12),A(E>=16),E*F_E,E*M_E,E*NC,E*N,E*S,E*Urban,E*Unemp,Unemploy
2.1102132,14.0,1.0,13.0,169.0,0.0,0.0,0.0,1.0,2.1456335,12.0,10.0,1.0,1.0,0.0,14.0,0.0,30.03886897,2.1456335,0.0,168.0,140.0,0.0,0.0,14.0,14.0,84.0,6.0
2.35137526,12.0,0.0,13.0,169.0,0.0,0.0,0.0,1.0,-0.59952219,6.0,9.0,1.0,1.0,0.0,12.0,0.0,-7.19426627,-0.59952219,0.0,72.0,108.0,0.0,0.0,12.0,0.0,72.0,6.0
2.80336038,17.0,1.0,4.0,16.0,0.0,0.0,0.0,1.0,4.88548227,16.0,16.0,1.0,1.0,1.0,17.0,17.0,83.05319862,4.88548227,4.88548227,272.0,272.0,0.0,0.0,17.0,17.0,73.1,4.3
1.38629436,12.0,1.0,13.0,169.0,0.0,0.0,0.0,1.0,3.822263,12.0,19.0,0.0,1.0,0.0,12.0,0.0,45.86715602,3.822263,0.0,144.0,228.0,0.0,0.0,12.0,12.0,72.0,6.0
2.8507065,14.0,0.0,6.0,36.0,0.0,0.0,0.0,1.0,4.35327725,14.0,16.0,1.0,1.0,0.0,14.0,0.0,60.94588151,4.35327725,0.0,196.0,224.0,0.0,0.0,14.0,0.0,84.0,6.0
2.07944154,12.0,1.0,11.0,121.0,0.0,0.0,0.0,1.0,-1.53909808,16.0,14.0,0.0,1.0,0.0,12.0,0.0,-18.46917694,-1.53909808,0.0,192.0,168.0,0.0,0.0,12.0,12.0,72.0,6.0
2.42036813,12.0,0.0,10.0,100.0,0.0,0.0,0.0,1.0,1.56061893,12.0,11.0,1.0,1.0,0.0,12.0,0.0,18.7274272,1.56061893,0.0,144.0,132.0,0.0,0.0,12.0,0.0,72.0,6.0
1.75958057,13.0,1.0,13.0,169.0,0.0,1.0,0.0,0.0,3.86332625,12.0,16.0,0.0,1.0,0.0,13.0,0.0,50.22324119,3.86332625,0.0,156.0,208.0,13.0,0.0,0.0,13.0,88.4,6.8
2.1690537,12.0,1.0,13.0,169.0,0.0,0.0,1.0,0.0,-1.70715875,12.0,14.0,0.0,1.0,0.0,12.0,0.0,-20.485905,-1.70715875,0.0,144.0,168.0,0.0,0.0,0.0,12.0,49.2,4.1
1.85785927,11.0,1.0,13.0,169.0,0.0,0.0,1.0,0.0,1.14123776,12.0,13.0,1.0,0.0,0.0,0.0,0.0,12.55361534,0.0,0.0,132.0,143.0,0.0,0.0,0.0,11.0,56.1,5.1
2.54553127,12.0,1.0,13.0,169.0,0.0,0.0,0.0,1.0,2.05075623,12.0,14.0,1.0,1.0,0.0,12.0,0.0,24.60907473,2.05075623,0.0,144.0,168.0,0.0,0.0,12.0,12.0,54.0,4.5
1.89009537,12.0,1.0,10.0,100.0,0.0,0.0,1.0,0.0,-0.32806859,12.0,14.0,1.0,1.0,0.0,12.0,0.0,-3.93682307,-0.32806859,0.0,144.0,168.0,0.0,0.0,0.0,12.0,61.2,5.1
2.34372704,18.0,1.0,3.0,9.0,0.0,0.0,1.0,0.0,4.24767533,13.0,14.0,1.0,1.0,1.0,18.0,18.0,76.45815586,4.24767533,4.24767533,234.0,252.0,0.0,0.0,0.0,18.0,61.2,3.4
2.74084002,16.0,1.0,7.0,49.0,0.0,0.0,1.0,0.0,4.01022881,12.0,15.0,1.0,1.0,1.0,16.0,16.0,64.16366092,4.01022881,4.01022881,192.0,240.0,0.0,0.0,0.0,16.0,81.6,5.1
2.51122396,11.0,1.0,11.0,121.0,0.0,0.0,1.0,0.0,-0.52714308,12.0,12.0,0.0,0.0,0.0,0.0,0.0,-5.79857387,0.0,0.0,132.0,132.0,0.0,0.0,0.0,11.0,56.1,5.1
2.91560623,12.0,0.0,14.0,196.0,0.0,0.0,1.0,0.0,2.09896869,12.0,12.0,1.0,1.0,0.0,12.0,0.0,25.18762424,2.09896869,0.0,144.0,144.0,0.0,0.0,0.0,0.0,68.4,5.7
2.9877001,12.0,1.0,10.0,100.0,0.0,0.0,1.0,0.0,1.34647726,16.0,13.0,0.0,1.0,0.0,12.0,0.0,16.15772717,1.34647726,0.0,192.0,156.0,0.0,0.0,0.0,12.0,43.2,3.6
1.56861592,12.0,1.0,11.0,121.0,0.0,0.0,1.0,0.0,-0.01534137,11.0,11.0,1.0,1.0,0.0,12.0,0.0,-0.18409649,-0.01534137,0.0,132.0,132.0,0.0,0.0,0.0,12.0,68.4,5.7
2.52572864,12.0,1.0,9.0,81.0,0.0,0.0,0.0,1.0,0.75742959,11.0,11.0,1.0,1.0,0.0,12.0,0.0,9.08915504,0.75742959,0.0,132.0,132.0,0.0,0.0,12.0,12.0,60.0,5.0
2.30258509,12.0,1.0,15.0,225.0,0.0,0.0,1.0,0.0,1.16559135,12.0,10.0,1.0,1.0,0.0,12.0,0.0,13.98709619,1.16559135,0.0,144.0,120.0,0.0,0.0,0.0,12.0,68.4,5.7
2.2300144,10.0,1.0,12.0,144.0,0.0,0.0,1.0,0.0,0.86716063,12.0,12.0,0.0,0.0,0.0,0.0,0.0,8.67160632,0.0,0.0,120.0,120.0,0.0,0.0,0.0,10.0,57.0,5.7
1.95160817,12.0,1.0,10.0,100.0,0.0,0.0,1.0,0.0,2.86285779,10.0,12.0,0.0,1.0,0.0,12.0,0.0,34.35429343,2.86285779,0.0,120.0,144.0,0.0,0.0,0.0,12.0,42.0,3.5
2.44495233,12.0,1.0,8.0,64.0,0.0,0.0,1.0,0.0,1.60559303,12.0,12.0,1.0,1.0,0.0,12.0,0.0,19.26711632,1.60559303,0.0,144.0,144.0,0.0,0.0,0.0,12.0,68.4,5.7
2.07944154,12.0,0.0,11.0,121.0,0.0,1.0,0.0,0.0,2.86623439,12.0,12.0,1.0,1.0,0.0,12.0,0.0,34.39481274,2.86623439,0.0,144.0,144.0,12.0,0.0,0.0,0.0,90.0,7.5
1.53901545,13.0,1.0,7.0,49.0,0.0,0.0,1.0,0.0,1.60999686,12.0,12.0,0.0,1.0,0.0,13.0,0.0,20.92995913,1.60999686,0.0,156.0,156.0,0.0,0.0,0.0,13.0,74.1,5.7
2.27726729,12.0,1.0,11.0,121.0,0.0,0.0,1.0,0.0,2.13385319,12.0,12.0,0.0,1.0,0.0,12.0,0.0,25.60623834,2.13385319,0.0,144.0,144.0,0.0,0.0,0.0,12.0,43.2,3.6
3.40119738,16.0,1.0,10.0,100.0,0.0,0.0,1.0,0.0,2.15904499,14.0,18.0,1.0,1.0,1.0,16.0,16.0,34.54471988,2.15904499,2.15904499,224.0,288.0,0.0,0.0,0.0,16.0,105.6,6.6
2.51284602,16.0,1.0,5.0,25.0,0.0,0.0,1.0,0.0,5.46183653,16.0,14.0,0.0,1.0,1.0,16.0,16.0,87.38938451,5.46183653,5.46183653,256.0,224.0,0.0,0.0,0.0,16.0,57.6,3.6
1.53039471,12.0,1.0,8.0,64.0,0.0,0.0,1.0,0.0,1.35473236,16.0,14.0,0.0,1.0,0.0,12.0,0.0,16.25678828,1.35473236,0.0,192.0,168.0,0.0,0.0,0.0,12.0,60.0,5.0
2.50634193,15.0,1.0,6.0,36.0,0.0,0.0,1.0,0.0,3.80524202,12.0,12.0,1.0,1.0,0.0,15.0,0.0,57.07863025,3.80524202,0.0,180.0,180.0,0.0,0.0,0.0,15.0,85.5,5.7
2.82256865,18.0,1.0,3.0,9.0,0.0,0.0,1.0,0.0,5.68952184,12.0,16.0,1.0,1.0,1.0,18.0,18.0,102.41139318,5.68952184,5.68952184,216.0,288.0,0.0,0.0,0.0,18.0,64.8,3.6
2.07191328,12.0,1.0,10.0,100.0,0.0,0.0,1.0,0.0,1.75189149,12.0,12.0,0.0,1.0,0.0,12.0,0.0,21.02269785,1.75189149,0.0,144.0,144.0,0.0,0.0,0.0,12.0,52.8,4.4
2.32238772,12.0,1.0,10.0,100.0,0.0,0.0,1.0,0.0,0.95688801,12.0,12.0,0.0,1.0,0.0,12.0,0.0,11.48265611,0.95688801,0.0,144.0,144.0,0.0,0.0,0.0,12.0,61.2,5.1
2.45272775,12.0,1.0,10.0,100.0,0.0,0.0,1.0,0.0,0.75183108,16.0,16.0,0.0,1.0,0.0,12.0,0.0,9.0219729,0.75183108,0.0,192.0,192.0,0.0,0.0,0.0,12.0,52.8,4.4
2.50959926,11.0,1.0,15.0,225.0,0.0,0.0,1.0,0.0,2.21614228,12.0,12.0,1.0,0.0,0.0,0.0,0.0,24.3775651,0.0,0.0,132.0,132.0,0.0,0.0,0.0,11.0,64.9,5.9
2.83321334,14.0,1.0,7.0,49.0,0.0,0.0,1.0,0.0,1.63586235,12.0,12.0,1.0,1.0,0.0,14.0,0.0,22.90207291,1.63586235,0.0,168.0,168.0,0.0,0.0,0.0,14.0,82.6,5.9
2.18380156,12.0,1.0,15.0,225.0,0.0,0.0,1.0,0.0,-1.81897553,12.0,12.0,1.0,1.0,0.0,12.0,0.0,-21.82770637,-1.81897553,0.0,144.0,144.0,0.0,0.0,0.0,12.0,60.0,5.0
2.67621548,11.0,1.0,9.0,81.0,0.0,0.0,1.0,0.0,2.56126235,12.0,12.0,1.0,0.0,0.0,0.0,0.0,28.17388588,0.0,0.0,132.0,132.0,0.0,0.0,0.0,11.0,64.9,5.9
2.92477318,16.0,1.0,5.0,25.0,0.0,0.0,1.0,0.0,5.54569408,18.0,18.0,0.0,1.0,1.0,16.0,16.0,88.73110522,5.54569408,5.54569408,288.0,288.0,0.0,0.0,0.0,16.0,94.4,5.9
2.14006616,12.0,1.0,9.0,81.0,0.0,0.0,1.0,0.0,1.8599711,12.0,8.0,0.0,1.0,0.0,12.0,0.0,22.31965317,1.8599711,0.0,144.0,96.0,0.0,0.0,0.0,12.0,70.8,5.9
2.74855214,12.0,1.0,9.0,81.0,0.0,0.0,1.0,0.0,2.63817931,13.0,13.0,1.0,1.0,0.0,12.0,0.0,31.65815177,2.63817931,0.0,156.0,156.0,0.0,0.0,0.0,12.0,70.8,5.9
2.48573964,12.0,0.0,12.0,144.0,0.0,0.0,1.0,0.0,0.68076178,12.0,12.0,0.0,1.0,0.0,12.0,0.0,8.1691413,0.68076178,0.0,144.0,144.0,0.0,0.0,0.0,0.0,117.6,9.8
2.30258509,12.0,1.0,9.0,81.0,0.0,0.0,1.0,0.0,2.60550147,12.0,12.0,0.0,1.0,0.0,12.0,0.0,31.26601767,2.60550147,0.0,144.0,144.0,0.0,0.0,0.0,12.0,42.0,3.5
2.13060983,10.0,1.0,13.0,169.0,0.0,0.0,1.0,0.0,-0.85433637,12.0,12.0,0.0,0.0,0.0,0.0,0.0,-8.54336366,0.0,0.0,120.0,120.0,0.0,0.0,0.0,10.0,35.0,3.5
3.40485734,12.0,1.0,12.0,144.0,0.0,0.0,1.0,0.0,1.88744605,14.0,12.0,0.0,1.0,0.0,12.0,0.0,22.64935259,1.88744605,0.0,168.0,144.0,0.0,0.0,0.0,12.0,42.0,3.5
2.70136121,12.0,1.0,9.0,81.0,0.0,0.0,1.0,0.0,1.77492674,13.0,20.0,1.0,1.0,0.0,12.0,0.0,21.29912089,1.77492674,0.0,156.0,240.0,0.0,0.0,0.0,12.0,70.8,5.9
1.35325451,14.0,1.0,8.0,64.0,0.0,0.0,1.0,0.0,0.20678718,14.0,20.0,0.0,1.0,0.0,14.0,0.0,2.89502052,0.20678718,0.0,196.0,280.0,0.0,0.0,0.0,14.0,70.0,5.0
1.79175947,11.0,1.0,9.0,81.0,0.0,0.0,1.0,0.0,0.29071947,12.0,12.0,1.0,0.0,0.0,0.0,0.0,3.19791417,0.0,0.0,132.0,132.0,0.0,0.0,0.0,11.0,72.6,6.6
3.03109942,14.0,1.0,13.0,169.0,0.0,0.0,1.0,0.0,4.47120643,10.0,18.0,0.0,1.0,0.0,14.0,0.0,62.59688996,4.47120643,0.0,140.0,252.0,0.0,0.0,0.0,14.0,70.0,5.0
1.82131827,12.0,1.0,10.0,100.0,0.0,0.0,1.0,0.0,3.66618661,14.0,20.0,1.0,1.0,0.0,12.0,0.0,43.99423935,3.66618661,0.0,168.0,240.0,0.0,0.0,0.0,12.0,60.0,5.0
3.17930305,15.0,1.0,11.0,121.0,0.0,0.0,1.0,0.0,1.43342843,11.0,11.0,1.0,1.0,0.0,15.0,0.0,21.50142652,1.43342843,0.0,165.0,165.0,0.0,0.0,0.0,15.0,75.0,5.0
2.2700619,12.0,1.0,13.0,169.0,0.0,0.0,1.0,0.0,-2.79012899,12.0,14.0,0.0,1.0,0.0,12.0,0.0,-33.48154783,-2.79012899,0.0,144.0,168.0,0.0,0.0,0.0,12.0,60.0,5.0
2.3321439,12.0,1.0,8.0,64.0,0.0,0.0,1.0,0.0,3.12320844,12.0,12.0,0.0,1.0,0.0,12.0,0.0,37.47850125,3.12320844,0.0,144.0,144.0,0.0,0.0,0.0,12.0,60.0,5.0
1.71918878,12.0,0.0,11.0,121.0,0.0,0.0,0.0,1.0,3.27963666,13.0,15.0,0.0,1.0,0.0,12.0,0.0,39.35563995,3.27963666,0.0,156.0,180.0,0.0,0.0,12.0,0.0,74.4,6.2
1.05431203,12.0,1.0,11.0,121.0,0.0,0.0,1.0,0.0,-0.18144987,12.0,14.0,0.0,1.0,0.0,12.0,0.0,-2.17739849,-0.18144987,0.0,144.0,168.0,0.0,0.0,0.0,12.0,70.8,5.9
1.58923521,12.0,1.0,8.0,64.0,0.0,0.0,1.0,0.0,4.23855036,12.0,16.0,0.0,1.0,0.0,12.0,0.0,50.8626043,4.23855036,0.0,144.0,192.0,0.0,0.0,0.0,12.0,60.0,5.0
2.90032209,13.0,1.0,11.0,121.0,0.0,0.0,1.0,0.0,1.8027813,12.0,12.0,1.0,1.0,0.0,13.0,0.0,23.43615696,1.8027813,0.0,156.0,156.0,0.0,0.0,0.0,13.0,65.0,5.0
3.04118354,13.0,1.0,8.0,64.0,0.0,0.0,1.0,0.0,2.14574625,12.0,12.0,1.0,1.0,0.0,13.0,0.0,27.89470131,2.14574625,0.0,156.0,156.0,0.0,0.0,0.0,13.0,65.0,5.0
3.07176696,17.0,1.0,10.0,100.0,0.0,0.0,1.0,0.0,4.08019739,14.0,16.0,1.0,1.0,1.0,17.0,17.0,69.36335559,4.08019739,4.08019739,238.0,272.0,0.0,0.0,0.0,17.0,205.7,12.1
2.37490575,16.0,1.0,5.0,25.0,0.0,0.0,1.0,0.0,3.55193657,12.0,13.0,1.0,1.0,1.0,16.0,16.0,56.83098511,3.55193657,3.55193657,192.0,208.0,0.0,0.0,0.0,16.0,193.6,12.1
1.97546895,12.0,1.0,15.0,225.0,0.0,0.0,1.0,0.0,2.19561217,18.0,20.0,0.0,1.0,0.0,12.0,0.0,26.34734605,2.19561217,0.0,216.0,240.0,0.0,0.0,0.0,12.0,145.2,12.1
2.58021683,12.0,0.0,14.0,196.0,1.0,0.0,0.0,0.0,0.28751635,12.0,12.0,1.0,1.0,0.0,12.0,0.0,3.45019615,0.28751635,0.0,144.0,144.0,0.0,12.0,0.0,0.0,87.6,7.3
2.05796251,12.0,0.0,10.0,100.0,1.0,0.0,0.0,0.0,4.37111636,10.0,12.0,1.0,1.0,0.0,12.0,0.0,52.45339636,4.37111636,0.0,120.0,144.0,0.0,12.0,0.0,0.0,87.6,7.3
1.79175947,12.0,0.0,9.0,81.0,1.0,0.0,0.0,0.0,-1.13052296,8.0,8.0,0.0,1.0,0.0,12.0,0.0,-13.56627551,-1.13052296,0.0,96.0,96.0,0.0,12.0,0.0,0.0,87.6,7.3
2.18380156,12.0,0.0,11.0,121.0,1.0,0.0,0.0,0.0,1.5320088,12.0,12.0,0.0,1.0,0.0,12.0,0.0,18.38410562,1.5320088,0.0,144.0,144.0,0.0,12.0,0.0,0.0,87.6,7.3
1.60943791,12.0,0.0,12.0,144.0,1.0,0.0,0.0,0.0,3.07675426,12.0,12.0,1.0,1.0,0.0,12.0,0.0,36.9210511,3.07675426,0.0,144.0,144.0,0.0,12.0,0.0,0.0,87.6,7.3
1.70474809,12.0,1.0,9.0,81.0,1.0,0.0,0.0,0.0,0.07386632,12.0,12.0,0.0,1.0,0.0,12.0,0.0,0.88639588,0.07386632,0.0,144.0,144.0,0.0,12.0,0.0,12.0,49.2,4.1
1.38629436,12.0,0.0,12.0,144.0,1.0,0.0,0.0,0.0,-3.29276753,8.0,9.0,0.0,1.0,0.0,12.0,0.0,-39.51321037,-3.29276753,0.0,96.0,108.0,0.0,12.0,0.0,0.0,87.6,7.3
1.55814462,13.0,0.0,9.0,81.0,1.0,0.0,0.0,0.0,1.04272534,8.0,9.0,0.0,1.0,0.0,13.0,0.0,13.55542944,1.04272534,0.0,104.0,117.0,0.0,13.0,0.0,0.0,94.9,7.3
1.72455072,12.0,0.0,9.0,81.0,1.0,0.0,0.0,0.0,-1.59203463,8.0,9.0,0.0,1.0,0.0,12.0,0.0,-19.10441557,-1.59203463,0.0,96.0,108.0,0.0,12.0,0.0,0.0,87.6,7.3
2.35137526,14.0,0.0,8.0,64.0,1.0,0.0,0.0,0.0,1.50688174,12.0,14.0,1.0,1.0,0.0,14.0,0.0,21.09634439,1.50688174,0.0,168.0,196.0,0.0,14.0,0.0,0.0,102.2,7.3
2.78932292,14.0,0.0,11.0,121.0,1.0,0.0,0.0,0.0,3.65834314,12.0,12.0,1.0,1.0,0.0,14.0,0.0,51.21680393,3.65834314,0.0,168.0,168.0,0.0,14.0,0.0,0.0,102.2,7.3
2.14006616,12.0,0.0,13.0,169.0,1.0,0.0,0.0,0.0,-1.27688683,10.0,9.0,1.0,1.0,0.0,12.0,0.0,-15.3226419,-1.27688683,0.0,120.0,108.0,0.0,12.0,0.0,0.0,87.6,7.3
2.21156569,12.0,0.0,14.0,196.0,1.0,0.0,0.0,0.0,0.15004148,11.0,11.0,1.0,1.0,0.0,12.0,0.0,1.80049776,0.15004148,0.0,132.0,132.0,0.0,12.0,0.0,0.0,87.6,7.3
2.01490302,12.0,0.0,12.0,144.0,1.0,0.0,0.0,0.0,2.94428968,12.0,12.0,0.0,1.0,0.0,12.0,0.0,35.3314762,2.94428968,0.0,144.0,144.0,0.0,12.0,0.0,0.0,87.6,7.3
2.97041447,12.0,0.0,10.0,100.0,1.0,0.0,0.0,0.0,3.40662148,12.0,10.0,1.0,1.0,0.0,12.0,0.0,40.87945781,3.40662148,0.0,144.0,120.0,0.0,12.0,0.0,0.0,63.6,5.3
2.70136121,16.0,1.0,6.0,36.0,0.0,0.0,1.0,0.0,2.31631235,16.0,16.0,1.0,1.0,1.0,16.0,16.0,37.06099752,2.31631235,2.31631235,256.0,256.0,0.0,0.0,0.0,16.0,56.0,3.5
2.40243043,12.0,0.0,11.0,121.0,1.0,0.0,0.0,0.0,-1.32814406,12.0,12.0,0.0,1.0,0.0,12.0,0.0,-15.93772872,-1.32814406,0.0,144.0,144.0,0.0,12.0,0.0,0.0,63.6,5.3
2.89037176,12.0,0.0,12.0,144.0,1.0,0.0,0.0,0.0,2.19585798,12.0,12.0,1.0,1.0,0.0,12.0,0.0,26.35029573,2.19585798,0.0,144.0,144.0,0.0,12.0,0.0,0.0,87.6,7.3
2.3580198,14.0,0.0,7.0,49.0,1.0,0.0,0.0,0.0,0.77559099,12.0,12.0,0.0,1.0,0.0,14.0,0.0,10.85827384,0.77559099,0.0,168.0,168.0,0.0,14.0,0.0,0.0,74.2,5.3
2.8384935,12.0,1.0,9.0,81.0,1.0,0.0,0.0,0.0,0.63069978,11.0,16.0,0.0,1.0,0.0,12.0,0.0,7.56839733,0.63069978,0.0,132.0,192.0,0.0,12.0,0.0,12.0,55.2,4.6
2.55412172,12.0,0.0,11.0,121.0,1.0,0.0,0.0,0.0,3.67298154,12.0,12.0,1.0,1.0,0.0,12.0,0.0,44.07577844,3.67298154,0.0,144.0,144.0,0.0,12.0,0.0,0.0,63.6,5.3
2.71204222,17.0,1.0,3.0,9.0,0.0,0.0,0.0,1.0,2.233721,12.0,15.0,1.0,1.0,1.0,17.0,17.0,37.97325701,2.233721,2.233721,204.0,255.0,0.0,0.0,17.0,17.0,52.7,3.1
2.1102132,14.0,1.0,8.0,64.0,0.0,0.0,0.0,1.0,3.79096325,12.0,16.0,0.0,1.0,0.0,14.0,0.0,53.07348543,3.79096325,0.0,168.0,224.0,0.0,0.0,14.0,14.0,64.4,4.6
2.46385324,12.0,1.0,13.0,169.0,1.0,0.0,0.0,0.0,-3.34825304,12.0,12.0,1.0,1.0,0.0,12.0,0.0,-40.17903649,-3.34825304,0.0,144.0,144.0,0.0,12.0,0.0,12.0,63.6,5.3
2.44495233,15.0,1.0,9.0,81.0,1.0,0.0,0.0,0.0,3.24287222,13.0,13.0,1.0,1.0,0.0,15.0,0.0,48.64308335,3.24287222,0.0,195.0,195.0,0.0,15.0,0.0,15.0,66.0,4.4
2.85589533,12.0,1.0,15.0,225.0,1.0,0.0,0.0,0.0,2.8181636,12.0,17.0,1.0,1.0,0.0,12.0,0.0,33.81796318,2.8181636,0.0,144.0,204.0,0.0,12.0,0.0,12.0,63.6,5.3
2.15755932,12.0,0.0,11.0,121.0,1.0,0.0,0.0,0.0,3.29778722,12.0,12.0,1.0,1.0,0.0,12.0,0.0,39.5734466,3.29778722,0.0,144.0,144.0,0.0,12.0,0.0,0.0,63.6,5.3
2.27726729,12.0,0.0,15.0,225.0,1.0,0.0,0.0,0.0,-0.87165483,12.0,8.0,1.0,1.0,0.0,12.0,0.0,-10.45985798,-0.87165483,0.0,144.0,96.0,0.0,12.0,0.0,0.0,63.6,5.3
2.42036813,12.0,1.0,11.0,121.0,0.0,0.0,0.0,1.0,4.47256427,17.0,14.0,1.0,1.0,0.0,12.0,0.0,53.67077124,4.47256427,0.0,204.0,168.0,0.0,0.0,12.0,12.0,34.8,2.9
2.41233596,12.0,0.0,8.0,64.0,1.0,0.0,0.0,0.0,1.92403759,12.0,14.0,0.0,1.0,0.0,12.0,0.0,23.08845105,1.92403759,0.0,144.0,168.0,0.0,12.0,0.0,0.0,66.0,5.5
1.73518912,12.0,1.0,8.0,64.0,0.0,1.0,0.0,0.0,3.54990318,12.0,12.0,0.0,1.0,0.0,12.0,0.0,42.59883821,3.54990318,0.0,144.0,144.0,12.0,0.0,0.0,12.0,120.0,10.0
2.2512918,12.0,1.0,10.0,100.0,0.0,1.0,0.0,0.0,1.19676973,12.0,12.0,1.0,1.0,0.0,12.0,0.0,14.36123677,1.19676973,0.0,144.0,144.0,12.0,0.0,0.0,12.0,120.0,10.0
2.50715726,14.0,1.0,6.0,36.0,0.0,1.0,0.0,0.0,0.17262759,12.0,12.0,0.0,1.0,0.0,14.0,0.0,2.41678629,0.17262759,0.0,168.0,168.0,14.0,0.0,0.0,14.0,78.4,5.6
2.42036813,12.0,1.0,15.0,225.0,0.0,1.0,0.0,0.0,2.96449027,12.0,10.0,1.0,1.0,0.0,12.0,0.0,35.57388324,2.96449027,0.0,144.0,120.0,12.0,0.0,0.0,12.0,120.0,10.0
1.34807315,10.0,1.0,13.0,169.0,0.0,1.0,0.0,0.0,-3.14864077,10.0,9.0,0.0,0.0,0.0,0.0,0.0,-31.48640766,0.0,0.0,100.0,90.0,10.0,0.0,0.0,10.0,100.0,10.0
2.48490665,12.0,1.0,13.0,169.0,0.0,1.0,0.0,0.0,-1.54474257,17.0,17.0,1.0,1.0,0.0,12.0,0.0,-18.53691082,-1.54474257,0.0,204.0,204.0,12.0,0.0,0.0,12.0,52.8,4.4
1.5871923,9.0,1.0,13.0,169.0,0.0,0.0,1.0,0.0,-1.90736657,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-17.16629908,0.0,0.0,108.0,36.0,0.0,0.0,0.0,9.0,36.9,4.1
2.1102132,13.0,0.0,8.0,64.0,0.0,1.0,0.0,0.0,-0.67179315,12.0,3.0,0.0,1.0,0.0,13.0,0.0,-8.73331095,-0.67179315,0.0,156.0,39.0,13.0,0.0,0.0,0.0,130.0,10.0
1.67335124,12.0,1.0,14.0,196.0,0.0,1.0,0.0,0.0,1.6761994,9.0,12.0,0.0,1.0,0.0,12.0,0.0,20.11439277,1.6761994,0.0,108.0,144.0,12.0,0.0,0.0,12.0,120.0,10.0
2.14006616,12.0,0.0,12.0,144.0,0.0,1.0,0.0,0.0,1.50229181,12.0,12.0,1.0,1.0,0.0,12.0,0.0,18.02750172,1.50229181,0.0,144.0,144.0,12.0,0.0,0.0,0.0,120.0,10.0
1.1249296,12.0,1.0,10.0,100.0,0.0,1.0,0.0,0.0,-4.67154555,12.0,12.0,0.0,1.0,0.0,12.0,0.0,-56.05854662,-4.67154555,0.0,144.0,144.0,12.0,0.0,0.0,12.0,120.0,10.0
2.66861613,16.0,1.0,6.0,36.0,0.0,1.0,0.0,0.0,1.25614846,16.0,12.0,0.0,1.0,1.0,16.0,16.0,20.09837539,1.25614846,1.25614846,256.0,192.0,16.0,0.0,0.0,16.0,160.0,10.0
2.41680624,14.0,1.0,8.0,64.0,0.0,1.0,0.0,0.0,4.61148828,12.0,12.0,1.0,1.0,0.0,14.0,0.0,64.56083597,4.61148828,0.0,168.0,168.0,14.0,0.0,0.0,14.0,140.0,10.0
1.90657514,12.0,1.0,12.0,144.0,0.0,1.0,0.0,0.0,2.33103241,12.0,14.0,1.0,1.0,0.0,12.0,0.0,27.97238893,2.33103241,0.0,144.0,168.0,12.0,0.0,0.0,12.0,120.0,10.0
2.08815348,12.0,1.0,12.0,144.0,0.0,1.0,0.0,0.0,2.31809634,12.0,9.0,1.0,1.0,0.0,12.0,0.0,27.81715608,2.31809634,0.0,144.0,108.0,12.0,0.0,0.0,12.0,120.0,10.0
2.63762774,16.0,0.0,7.0,49.0,0.0,1.0,0.0,0.0,3.49983235,12.0,11.0,0.0,1.0,1.0,16.0,16.0,55.99731757,3.49983235,3.49983235,192.0,176.0,16.0,0.0,0.0,0.0,160.0,10.0
2.07944154,12.0,1.0,8.0,64.0,0.0,1.0,0.0,0.0,0.56183907,12.0,11.0,0.0,1.0,0.0,12.0,0.0,6.74206881,0.56183907,0.0,144.0,132.0,12.0,0.0,0.0,12.0,120.0,10.0
2.14006616,12.0,1.0,8.0,64.0,0.0,1.0,0.0,0.0,-0.87555966,12.0,12.0,0.0,1.0,0.0,12.0,0.0,-10.50671596,-0.87555966,0.0,144.0,144.0,12.0,0.0,0.0,12.0,78.0,6.5
2.14006616,12.0,0.0,12.0,144.0,0.0,1.0,0.0,0.0,2.30121425,11.0,11.0,0.0,1.0,0.0,12.0,0.0,27.61457101,2.30121425,0.0,132.0,132.0,12.0,0.0,0.0,0.0,78.0,6.5
1.54756251,11.0,1.0,10.0,100.0,0.0,1.0,0.0,0.0,-3.71716126,12.0,14.0,0.0,0.0,0.0,0.0,0.0,-40.88877386,0.0,0.0,132.0,154.0,11.0,0.0,0.0,11.0,110.0,10.0
1.94591015,12.0,1.0,8.0,64.0,0.0,1.0,0.0,0.0,-0.49782739,12.0,15.0,1.0,1.0,0.0,12.0,0.0,-5.97392872,-0.49782739,0.0,144.0,180.0,12.0,0.0,0.0,12.0,120.0,10.0
2.07944154,12.0,1.0,9.0,81.0,0.0,0.0,0.0,1.0,2.15614333,12.0,12.0,0.0,1.0,0.0,12.0,0.0,25.87371999,2.15614333,0.0,144.0,144.0,0.0,0.0,12.0,12.0,52.8,4.4
2.99322914,18.0,1.0,4.0,16.0,0.0,1.0,0.0,0.0,4.67494323,13.0,17.0,1.0,1.0,1.0,18.0,18.0,84.1489781,4.67494323,4.67494323,234.0,306.0,18.0,0.0,0.0,18.0,100.8,5.6
